LeafIDNum,AccessionNum,leaf_area_cm,Notes,Date_analyzed,Name,,,,,,,,,,,,,,,,,,,,,
3,2776*A,190.081,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,2776*A,189.205,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,2776*A,324.156,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,2776*B,285.218,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,2776*B,187.183,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,2776*B,253.079,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,2776*B,184.102,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,2776*B,198.521,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,8197*A,66.186,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,8197*A,62.262,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,8197*A,70.594,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,8197*A,68.983,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,8197*A,52.984,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,17250*B,84.399,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,17250*B,94.749,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,17250*B,113.673,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,17250*B,102.038,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,17250*B,126.634,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,1476*H,0.633,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,1476*H,0.985,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,1476*H,0.852,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,1476*H,0.848,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,1476*H,0.495,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,1476*E,0.739,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,1476*E,0.862,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,1476*E,0.768,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,1476*E,0.757,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,1476*E,0.724,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,524-48*A,1.582,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,524-48*A,1.809,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,524-48*A,2.003,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,524-48*A,1.692,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,524-48*A,1.667,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,524-48*D,1.37,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,524-48*D,2.652,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,524-48*D,1.633,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,524-48*D,2.545,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,524-48*D,1.997,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,4000*D,0.992,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,4000*D,0.905,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,4000*D,0.906,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,4000*D,1.483,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,4000*D,1.016,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,4000*A,1.41,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,4000*A,1.218,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,4000*A,1.281,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,4000*A,1.491,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,4000*A,1.112,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,7598*A,48.606,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,7598*A,74.001,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,7598*A,87.233,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,7598*A,49.478,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,7598*A,40.593,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,14585*D,31.736,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,14585*D,35.408,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,14585*D,28.673,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,14585*D,52.471,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,14585*D,20.835,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,7598*H,52.645,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,7598*H,65.143,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,7598*H,70.209,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,7598*H,54.094,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,7598*H,54.233,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,224_49_CalDec_2015_001.jpg,1.925,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,224_49_CalDec_2015_001.jpg,1.586,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,224_49_CalDec_2015_001.jpg,1.247,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,224_49_CalDec_2015_001.jpg,1.365,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,224_49_CalDec_2015_001.jpg,1.368,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,16573*M,9.179,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,16573*M,9.867,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,16573*M,8.102,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,16573*M,7.98,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,16573*M,10.554,,11/11/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,6990*A,108.814,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,6990*A,214.937,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,6990*A,189.018,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,6990*A,193.472,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,6990*A,135.365,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
1a,2019*R,241.286,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
1b,2019*R,116.478,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,2019*R,201.775,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,2019*R,185.08,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,2019*R,236.533,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,2019*R,293.049,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
1,20098*A,218.231,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
2,20098*A,268.683,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,20098*A,247.581,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,20098*A,311.769,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
5,20098*A,171.539,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
1a,12907*D,308.864,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
1b,12907*D,95.577,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
2a,12907*D,287.712,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
2b,12907*D,167.564,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
3,12907*D,223.047,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
4,12907*D,195.502,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
5a,12907*D,312.337,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
5b,12907*D,200.019,,11/20/15,Sally,,,,,,,,,,,,,,,,,,,,,
1a,12907*G,319.837,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
1b,12907*G,164.862,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
1c,12907*G,171.812,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
2a,12907*G,343.879,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
2b,12907*G,308.076,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
3a,12907*G,308.599,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
3b,12907*G,317.761,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
4a,12907*G,314.575,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
4b,12907*G,291.739,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
5a,12907*G,314.574,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
5b,12907*G,311.264,,11/30/15,Sally,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
